1.541716439999999864e+02,1.089949199999999934e+02,8.700572400000000073e+01,1.560000000000000000e+02,1.110000000000000000e+02,8.900000000000000000e+01,2.109805454976428952e-04,1.716658959760556658e-01,5.108992798099577293e+00,2.784918027631845816e-01,1.348380000000000045e+01,1.132766960000000012e+02,1.541716439999999864e+02,1.400000000000000000e+01,1.090000000000000000e+02,1.560000000000000000e+02,1.196528600000000040e+02,1.220000000000000000e+02,6.434854358079350689e+00,2.241188313864768133e+01,2.202524299230691762e-02,1.279476375861948734e-01
1.613482239999999877e+02,1.132510639999999995e+02,8.475672400000000550e+01,1.650000000000000000e+02,1.160000000000000000e+02,8.800000000000000000e+01,2.114595695833463044e-04,1.751539865609556546e-01,4.375909742075092979e+00,3.112147911792492172e-01,1.539701600000000070e+01,1.249705079999999953e+02,1.613493799999999965e+02,1.600000000000000000e+01,1.190000000000000000e+02,1.650000000000000000e+02,1.238742720000000048e+02,1.270000000000000000e+02,6.736065203793306644e+00,2.784596316290776841e+01,1.677549999046587179e-02,9.691274080768502719e-02
1.670604360000000099e+02,1.181380800000000022e+02,8.374213600000000213e+01,1.690000000000000000e+02,1.200000000000000000e+02,8.500000000000000000e+01,2.021312500200798956e-04,1.715379051972346081e-01,3.844658428330968380e+00,3.322067207508542230e-01,1.708934800000000109e+01,1.289610920000000078e+02,1.670604360000000099e+02,1.700000000000000000e+01,1.260000000000000000e+02,1.690000000000000000e+02,1.283409159999999929e+02,1.300000000000000000e+02,6.317267796758637033e+00,2.150924629737045990e+01,2.460547548774898521e-02,1.328797176387815915e-01
1.636260599999999954e+02,1.156764600000000058e+02,8.798029999999999973e+01,1.670000000000000000e+02,1.190000000000000000e+02,9.100000000000000000e+01,1.966004640741890518e-04,1.716762168848315062e-01,4.462544988186086137e+00,3.006512236018198947e-01,1.504507599999999989e+01,1.211809760000000011e+02,1.636260680000000036e+02,1.500000000000000000e+01,1.160000000000000000e+02,1.670000000000000000e+02,1.263188999999999993e+02,1.300000000000000000e+02,6.587900899336387894e+00,2.633851299504208754e+01,2.209883073481727633e-02,1.343386577722493480e-01
1.648143159999999909e+02,1.157438400000000058e+02,8.832378400000000340e+01,1.670000000000000000e+02,1.180000000000000000e+02,9.000000000000000000e+01,1.983437580705481155e-04,1.749030457699471963e-01,4.579166723802458705e+00,3.021691795901130240e-01,1.463860000000000028e+01,1.211746239999999943e+02,1.648143159999999909e+02,1.400000000000000000e+01,1.170000000000000000e+02,1.670000000000000000e+02,1.266908679999999947e+02,1.290000000000000000e+02,6.625080082999658337e+00,2.523397331786209463e+01,1.785941226893934461e-02,1.018048542526639177e-01
1.610651320000000055e+02,1.099521759999999944e+02,8.547749600000000214e+01,1.630000000000000000e+02,1.120000000000000000e+02,8.700000000000000000e+01,2.283178091161361682e-04,1.885966485948565585e-01,5.176802801916104535e+00,3.065905341124213201e-01,1.327894000000000041e+01,1.217041360000000054e+02,1.610651320000000055e+02,1.300000000000000000e+01,1.180000000000000000e+02,1.630000000000000000e+02,1.219951319999999981e+02,1.240000000000000000e+02,6.357502559635839212e+00,2.148342329105340909e+01,2.449518237905758816e-02,1.489240657457357453e-01
1.631346680000000049e+02,1.113872080000000011e+02,8.802584400000000642e+01,1.670000000000000000e+02,1.150000000000000000e+02,9.100000000000000000e+01,2.187642613646103554e-04,1.885003146343062208e-01,5.430174539466104733e+00,2.990471049844013463e-01,1.274409999999999954e+01,1.213894719999999978e+02,1.631346680000000049e+02,1.300000000000000000e+01,1.150000000000000000e+02,1.670000000000000000e+02,1.237583520000000021e+02,1.270000000000000000e+02,6.694957986430416064e+00,2.776562951283649028e+01,1.788177599174155252e-02,1.063853753894166976e-01
1.702706239999999980e+02,1.183612200000000030e+02,9.239659600000000239e+01,1.720000000000000000e+02,1.200000000000000000e+02,9.400000000000000000e+01,1.892322637242662548e-04,1.798464205494941792e-01,4.998471458704735859e+00,2.964741013362839905e-01,1.359962400000000038e+01,1.189381560000000064e+02,1.702706959999999867e+02,1.400000000000000000e+01,1.150000000000000000e+02,1.720000000000000000e+02,1.304991400000000112e+02,1.320000000000000000e+02,6.505891405788596593e+00,2.408006975198371080e+01,2.237194775088858015e-02,1.369176426962288584e-01
1.866431200000000104e+02,1.241603879999999975e+02,1.027132840000000016e+02,1.890000000000000000e+02,1.270000000000000000e+02,1.050000000000000000e+02,1.771936577380546095e-04,2.010361221534217868e-01,6.826682427613539161e+00,2.900569499750902946e-01,1.019723600000000019e+01,1.166234240000000000e+02,1.866431200000000104e+02,1.000000000000000000e+01,1.130000000000000000e+02,1.890000000000000000e+02,1.399349080000000072e+02,1.420000000000000000e+02,6.511108095542429197e+00,2.440107307131258096e+01,2.259333088696460767e-02,1.417873557119018191e-01
1.859509920000000136e+02,1.237541039999999981e+02,1.036392639999999972e+02,1.900000000000000000e+02,1.270000000000000000e+02,1.070000000000000000e+02,1.760329019463546373e-04,2.008261691631964829e-01,7.184179242787913644e+00,2.842351436023455857e-01,9.738635999999999626e+00,1.162310640000000035e+02,1.859509920000000136e+02,1.000000000000000000e+01,1.100000000000000000e+02,1.900000000000000000e+02,1.397373640000000137e+02,1.430000000000000000e+02,6.820428088430474212e+00,2.980182736564160351e+01,1.605454961245508794e-02,9.963941246268068208e-02
