3038257685.67,mean R
-3038257958.47,mean G
0.46,mean B
-4557386666.22,median R
-0.17,median G
0.10,median B
15294.74,Redness index
-1952934048891.38,Colouration index
-1519128979.01,Hue index
1952934048670.02,Saturation index
-0.08,H mean
0.03,S mean
272.54,V mean
0.13,H median
0.28,S median
4557386666.47,V median
-0.03,Mean Gray
-0.29,Median Gray
-2.24,Entropy
0.29,Contrast
74.02,energy
-7.52,homogeneity
